Date,Heure,Humidite_%,Temperature_C,Luminosite_%,Score,Etat,LED_VERTE,LED_ROUGE,Prediction,Etat_Reel
2026-04-19,06:30:18,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:20,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:21,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:22,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:23,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:25,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:26,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:27,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:29,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:30,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:31,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:32,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:34,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:35,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:36,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:38,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:39,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:40,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:42,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:43,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:44,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:45,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:47,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:48,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:49,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:51,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:52,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:53,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:54,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:56,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:57,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:30:58,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:00,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:01,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:02,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:03,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:05,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:06,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:07,80.0,48.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:09,80.0,45.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:10,80.0,38.0,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:11,80.0,32.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:13,80.0,30.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:14,80.0,30.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:15,80.0,30.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:16,80.0,30.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:18,80.0,30.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:19,80.0,30.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:20,80.0,30.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:22,80.0,30.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:23,80.0,30.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:24,80.0,30.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:25,80.0,30.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:27,80.0,30.5,2.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:28,80.0,30.5,3.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:29,80.0,30.5,14.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:31,80.0,30.5,18.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:32,80.0,30.5,25.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:33,80.0,30.5,28.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:35,80.0,30.5,31.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:36,80.0,30.5,35.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:37,80.0,30.5,35.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:38,80.0,30.5,35.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:40,80.0,30.5,35.0,30,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:41,80.0,30.0,35.0,15,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:42,80.0,27.0,35.0,15,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:44,80.0,24.5,35.0,0,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:45,80.0,24.0,35.0,0,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:46,80.0,24.0,35.0,0,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:48,80.0,24.0,35.0,0,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:49,80.0,24.0,35.0,0,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:50,80.0,24.0,35.0,0,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:51,80.0,24.0,35.0,0,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:53,80.0,24.0,35.0,0,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:54,80.0,24.0,35.0,0,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:55,80.0,24.0,35.0,0,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:57,80.0,24.0,35.0,0,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:58,80.0,24.0,35.0,0,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:31:59,80.0,24.0,35.0,0,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:00,80.0,24.0,35.0,0,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:02,80.0,24.0,35.0,0,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:03,80.0,24.0,35.0,0,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:04,80.0,24.0,35.0,0,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:06,80.0,24.0,35.0,0,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:07,80.0,24.0,35.0,0,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:08,79.0,24.0,35.0,0,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:09,72.0,24.0,35.0,0,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:11,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:12,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:13,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:15,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:16,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:17,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:18,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:20,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:21,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:22,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:24,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:25,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:26,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:28,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:29,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:30,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:31,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:33,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:34,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:35,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:37,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:38,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:39,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:41,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:42,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:43,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:45,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:46,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:47,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:48,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:50,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:51,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:52,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:54,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:55,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:56,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:57,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:32:59,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:00,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:01,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:03,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:04,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:05,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:07,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:08,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:09,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:10,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:12,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:13,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:14,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:16,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:17,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:18,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:19,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:21,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:22,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:23,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:25,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:26,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:27,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:28,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:30,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:31,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:32,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:34,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:35,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:36,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:38,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:39,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:40,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:41,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:43,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:44,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:45,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:47,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:48,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:49,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:50,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:52,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:53,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:54,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:56,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:57,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:58,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
2026-04-19,06:33:59,56.0,24.0,35.0,25,SOL HUMIDE - PAS IRRIGATION,OFF,OFF,PAS IRRIGATION,PAS IRRIGATION
